day,delta,theta,alpha,beta,low_gamma,tbr,total_power_0p5_40
1,6.868037219190342,3.448134024184278,2.8940359788413197,6.0384629353816806,1.5029147654850679,0.5710284324145359,20.751584923082692
2,6.868037219190342,3.448134024184278,2.8940359788413197,6.0384629353816806,1.5029147654850679,0.5710284324145359,20.751584923082692
3,48.026869769285035,6.320167209663027,1.846954508548332,2.3079211645997213,0.3638613516172148,2.7384675467279997,58.86577400371332
4,21.490503451190804,5.651319963533071,1.563185559772104,2.7141821044231205,0.3814553287075509,2.0821447294650914,31.80064640762665
5,5.647084730539359,2.48670935012717,1.1082644600889422,5.182142284056922,1.657986641900074,0.47986126466994855,16.08218746671247
5,13.50909722840174,3.314805261978276,2.259854540973657,5.738080158855136,1.1455652293024299,0.5776854226866791,25.967402419511235
7,4.512006825821247,2.02882160987231,0.9784241250178966,2.9121469149622676,1.1267381138114563,0.6966755693019689,11.558137589485177
