condition,task,day,group,delta,theta,alpha,beta,low_gamma,tbr,total_power_0p5_40
meditation,Music,1,lateral_frontal,3.0044806218251465,1.5035018862702578,1.1061576135467326,9.202039377566193,3.000708454682202,0.16338789963621222,17.816887953890536
meditation,Music,2,lateral_frontal,2.0578306880883446,2.080233050524525,1.1787103004350956,6.113013784553856,1.9865626349296734,0.34029582196931785,13.41635045853149
meditation,Music,3,lateral_frontal,21.763377040074566,5.580675608789372,3.18394064874822,5.092236549218267,0.981801203651958,1.0959183759140347,36.602031050482374
meditation,Music,4,lateral_frontal,4.248255400792407,2.1776648681168638,2.2790911680027057,9.974434006415443,3.3641823187344215,0.21832465548583654,22.043627762061835
meditation,Music,5,lateral_frontal,2.608173827718516,1.1593014750368253,0.654161814200178,2.297162911834277,0.7374285422999415,0.5046666342489079,7.456228571089736
meditation,Music,6,lateral_frontal,5.291475069930405,1.7052284934853865,0.7302336914600279,2.661739262510348,0.8698898478908722,0.6406444528594232,11.258566365277039
meditation,Music,7,lateral_frontal,7.826726843620835,4.5969979733868715,2.8692969031071556,5.928287459692237,1.386040683252274,0.7754343905626873,22.607349863059376
meditation,Video,1,lateral_frontal,35.82883629587049,8.47864684282395,2.9910979278588763,7.731757063856223,1.1808221383326236,1.0966002647004036,56.21116026874215
meditation,Video,2,lateral_frontal,54.88709125876397,12.908133299278344,3.312386136358105,5.263828443100918,0.8104435011869655,2.452232902118324,77.18188263868824
meditation,Video,3,lateral_frontal,365.07315996870364,87.23953700034983,11.507748260699836,12.712816864602898,2.29537242012672,6.862329405787037,478.82863451448287
meditation,Video,4,lateral_frontal,53.10604789354406,10.658788624010182,4.155472411798105,8.034967495916096,1.4376343957068822,1.3265503101820495,77.39291082097532
meditation,Video,5,lateral_frontal,8.437748846091962,2.565143940094129,0.9436623774814584,2.2022349667397965,0.45958490781560485,1.164791213851075,14.608375038222956
meditation,Video,6,lateral_frontal,7.938292375345801,2.9129235400562887,0.726816223357633,1.8575011224780795,0.3253842124204297,1.5681947670482037,13.760917473658235
meditation,Video,7,lateral_frontal,50.23101873338801,8.852619454686968,2.617413232907595,5.836325100540166,1.1038410164862462,1.5168139714951172,68.64121753800899
meditation,Retrieval,1,lateral_frontal,16.897592296436592,5.030506977994945,1.6529232131474711,3.978327767785422,0.8515289913642878,1.2644777584012967,28.41087924672874
meditation,Retrieval,2,lateral_frontal,15.41742733544124,3.773762796191432,1.6126124911731552,2.685426604764333,0.4708011277003397,1.4052749717665842,23.96003035527049
meditation,Retrieval,3,lateral_frontal,4.295871286336564,3.8511011651094096,2.9476721263489205,7.35595376047179,2.7357738758410544,0.5235352600778734,21.18637221410774
meditation,Retrieval,4,lateral_frontal,23.809094029009323,4.639599063411456,3.223154278985141,6.994874768664711,1.362314252915486,0.6632855078686611,40.029036392986114
meditation,Retrieval,5,lateral_frontal,6.420612038182461,1.5738837421975453,0.6796225093209599,1.6678965057509878,0.34052749697292134,0.9436339345821028,10.682542292424873
meditation,Retrieval,6,lateral_frontal,14.424086466680617,2.0585692437178733,0.7578618257538204,1.8344335938437517,0.36709999864505055,1.1221824821712312,19.44205112864112
meditation,Retrieval,7,lateral_frontal,16.323248736545548,4.828197691975498,2.89994451154774,4.204428270710635,0.8246761787984425,1.1483601053703867,29.08049538957787
meditation,ColorCounting,1,lateral_frontal,62.767841441937655,9.791205060468057,2.671182690222973,5.809795408808647,1.0971879928650945,1.6852925742656806,82.13721259430241
meditation,ColorCounting,2,lateral_frontal,67.68195956086791,7.88935304279499,3.4660530617207197,5.228860372064684,0.9961769412102399,1.5088092780109512,85.26240297865857
meditation,ColorCounting,3,lateral_frontal,60.49625613205303,12.170808688275272,4.4082195889662685,7.082169028938345,1.2222620017325132,1.7185142911083189,85.37971543996545
meditation,ColorCounting,4,lateral_frontal,16.89937705680353,4.639880020290371,1.7736303419570731,6.484064202629792,0.9657103969713208,0.7155820601542685,30.762662018652083
meditation,ColorCounting,5,lateral_frontal,5.715991290335705,1.7250749721971852,0.6785781764009912,2.198862826405783,0.38292624425167127,0.7845305088980735,10.701433509591334
meditation,ColorCounting,6,lateral_frontal,6.84850005576741,3.2286408387178414,1.108093881379914,2.7515689267275563,0.4265817916375148,1.1733817777037,14.363385494230233
meditation,ColorCounting,7,lateral_frontal,16.052084515810158,6.14961574829687,2.051159959048972,5.56487428721461,0.9029067579067835,1.1050772094574917,30.72064126827738
