n,label_a,label_b,t,p,wilcoxon_W,wilcoxon_p,cohens_dz,mean_a,mean_b,mean_diff_b_minus_a,pct_diff_b_minus_a,metric,taskset,group_used
7,Baseline,Meditation,0.3768305740608741,0.719266887576345,13.0,0.9375,-0.14242856933868286,1.4428801483344682,1.1751173490619276,-0.26776279927254065,-18.557521882993683,theta,Rest only,frontopolar
7,Baseline,Meditation,1.0054211426539124,0.3535048658333822,9.0,0.46875,-0.3800134723355211,2.533532856578642,1.8710370746408567,-0.6624957819377852,-26.149089806257305,alpha,Rest only,lateral_frontal
7,Baseline,Meditation,-0.2767009567658796,0.7912947370444623,12.0,0.8125,0.10458313130516463,5.022507901096282,6.52449562093725,1.501987719840968,29.905134036984258,theta,All non-rest,frontopolar
7,Baseline,Meditation,0.4069872149133556,0.6981381822648377,11.0,0.6875,-0.1538267082062196,2.812712121959211,2.490092790055507,-0.32261933190370407,-11.47004449495463,alpha,All non-rest,lateral_frontal
7,Baseline,Meditation,-0.20381979194815053,0.8452315583741796,11.0,0.6875,0.07703664025253305,3.2326940247153755,3.849806484999589,0.6171124602842135,19.089726883092425,theta,All tasks,frontopolar
7,Baseline,Meditation,0.7024353041120557,0.508728394790678,10.0,0.578125,-0.2654955895417894,2.6731224892689265,2.1805649323481817,-0.49255755692074477,-18.426299539137638,alpha,All tasks,lateral_frontal
